,Years,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Relative Humidity,Wind,April,August,December,February,January,July,June,March,May,November,October,September,Acre,Alagoas,Amapa,Amazonas,Bahia,Ceara,Distrito Federal,Espirito Santo,Goias,Maranhao,Mato Grosso,Minas Gerais,Paraiba,Pará,Pernambuco,Piau,Rio
2591,1998,-50.9375,34.805,21.0,21.595,0.0,2.14414573,27.8426663,0.6711488090000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2592,1999,-50.9375,33.433,21.0,21.595,4.040911706,2.034628295,25.98326005,0.7782841309999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2593,2000,-50.9375,31.537,21.0,21.734,6.22100988,1.4931364059999999,22.84307397,0.84948353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2594,2001,-50.9375,29.449,21.0,20.954,1.780128432,1.578693794,20.44107788,0.845218848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2595,2002,-50.9375,25.296999999999997,21.0,21.203000000000003,4.31556912,1.541109131,15.66544687,0.933482713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2596,2003,-50.9375,25.160999999999998,21.0,20.965,8.229439825,1.4535404280000002,15.08543649,0.959300858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2597,2004,-50.9375,26.745,21.0,21.533,6.46648092,1.4718056290000001,23.77228424,0.933060012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2598,2005,-50.9375,26.005,21.0,21.820999999999998,13.03768024,1.5500378540000002,19.02105269,0.954337421,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2599,2006,-50.9375,31.03,21.0,18.607,0.017166139,1.587893877,20.68213415,0.7836965640000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2600,2007,-50.9375,31.491,21.0,18.247,0.02059938,1.671870519,25.53879018,0.731156459,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2601,2008,-50.9375,30.275,21.0,19.771,0.52528379,1.803847075,26.14464466,0.810651895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2602,2009,-50.9375,30.129,21.0,19.078,8.49036636,1.175156283,25.96494048,0.8827990309999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2603,2010,-50.9375,34.482,21.0,20.548000000000002,0.0,2.115170842,26.60274015,0.672164868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2604,2011,-50.9375,32.474000000000004,21.0,20.72,0.892639519,2.034263056,26.55161906,0.732133865,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2605,2012,-50.9375,35.385,21.0,20.315,0.0,2.210860643,26.66994343,0.62979724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2606,2013,-50.9375,31.776,21.0,21.737,4.902648084,1.837911553,23.24021993,0.81737998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2607,2014,-50.9375,29.392,21.0,21.631999999999998,3.985123198,1.2406390379999999,19.70824515,0.9096049999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2608,2015,-50.9375,25.784000000000002,21.0,20.941999999999997,14.96715396,1.3259152379999999,17.74587592,0.956697013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2609,2016,-50.9375,28.173000000000002,21.0,21.823,4.7927872439999994,1.821128572,22.2368674,0.911614685,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2610,2017,-50.9375,25.82,21.0,21.634,3.625490009,1.7284139630000002,12.33600237,0.941716392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2611,1998,-50.9375,26.17,21.0,21.565,14.22386708,1.1147951870000001,17.94609735,0.9672964479999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2612,1999,-50.9375,31.201,21.0,19.225,0.403404725,1.265644784,25.27569552,0.8024965709999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2613,2000,-50.9375,28.553,21.0,20.604,9.47055492,1.723390393,22.90557485,0.9142799779999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2614,2001,-50.9375,32.23,21.0,21.039,2.75344758,1.5840057730000001,26.74217677,0.811767172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2615,2002,-50.9375,32.154,21.0,21.184,0.59738148,2.208420949,27.24539395,0.799885231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2616,2003,-50.9375,32.503,21.0,21.281,0.291824352,2.349903169,20.76789661,0.7500672829999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2617,2004,-50.9375,32.496,21.0,21.171,0.46691859999999996,2.1933366690000002,25.94755444,0.7770628709999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2618,2005,-50.9375,31.375999999999998,21.0,21.473000000000003,1.098632754,2.069216307,23.4303528,0.796665455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2619,2006,-50.9375,29.56,21.0,21.471,3.7713994339999997,1.382763006,21.69008215,0.88000812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2620,2007,-50.9375,24.579,21.0,21.572,3.9739608719999997,1.82771131,8.637925122,0.960920381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2621,2008,-50.9375,27.935,21.0,21.180999999999997,3.80230038,1.826207561,23.886698499999998,0.889993945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2622,2009,-50.9375,24.553,21.0,21.265,6.560902296,1.0562066190000001,5.90536975,0.9658902140000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2623,2010,-50.9375,27.561999999999998,21.0,21.655,3.795432113,1.5587772080000002,24.38366063,0.9139303520000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2624,2011,-50.9375,27.604,21.0,21.684,6.526567152,1.7453569709999999,24.03157052,0.92222592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2625,2012,-50.9375,27.529,21.0,20.464000000000002,3.532788468,1.087565707,18.11245969,0.939381371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2626,2013,-43.125,34.356,83.0,23.326999999999998,0.052356707999999995,3.4900322569999997,15.25556376,0.568017791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2627,2014,-43.125,37.077,83.0,24.165,0.0,3.098075717,20.4351174,0.559396022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2628,2015,-43.125,33.355,83.0,22.711,9.4602618,2.17177271,25.40261016,0.838938957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2629,2016,-43.125,34.626999999999995,83.0,22.498,0.0,2.47184826,20.3131134,0.680476017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2630,1998,-43.125,32.924,83.0,23.385,8.830262037999999,1.590341992,11.88056124,0.8493296659999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2631,1999,-43.125,33.119,83.0,22.62,0.94413744,1.52358798,20.892769199999996,0.6886663679999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2632,2000,-43.125,34.361,83.0,21.862,0.0,2.712008838,17.7553098,0.543982237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2633,2001,-43.125,34.466,83.0,22.421,0.207710568,2.9316600189999997,17.35491924,0.578246858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2634,2002,-43.125,34.298,83.0,22.675,0.0,3.347500548,17.172730800000004,0.50629059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2635,2003,-43.125,35.203,83.0,22.480999999999998,0.0,2.925656599,16.91476794,0.581679916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2636,2004,-43.125,36.769,83.0,23.478,0.0,3.205303854,16.95132774,0.563450714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2637,2005,-43.125,39.185,83.0,23.596999999999998,0.0,3.25161959,20.99216448,0.514149667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2638,2006,-43.125,40.141999999999996,83.0,22.784000000000002,0.0,2.74053523,25.83264222,0.526478873,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2639,2007,-43.125,29.425,83.0,22.971999999999998,19.71015962,1.954117501,24.69414708,0.8879623329999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2640,2008,-43.125,28.458000000000002,83.0,22.331,8.04577284,2.29101639,24.38313336,0.886583722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641,2009,-43.125,30.294,83.0,22.568,4.281237684,1.8843084490000002,22.89088224,0.8508214820000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2642,2010,-43.125,27.709,83.0,22.614,10.817238099999999,2.038617237,18.9789768,0.935272777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2643,2011,-43.125,27.586,83.0,23.146,6.324007385,1.48819514,16.782244199999997,0.9365958059999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2644,2012,-43.125,31.451999999999998,83.0,21.287,0.199127138,1.9908301240000001,23.10524856,0.735790051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2645,2013,-43.125,31.881999999999998,83.0,18.88,0.18196106399999998,2.302425737,24.46093332,0.696429629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2646,2014,-43.125,36.381,83.0,21.252,0.0,2.81073486,22.28225436,0.6242584720000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2647,2015,-43.125,34.066,83.0,23.462,0.527000652,3.249285453,18.71314281,0.576337371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2648,2016,-43.125,35.641999999999996,83.0,23.715,0.034332264,2.536980883,14.52943224,0.5806893670000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2649,2017,-43.125,31.223000000000003,83.0,23.279,5.5635496060000005,2.372769801,14.49640728,0.776330231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2650,1998,-43.125,27.701,83.0,23.163,4.6108296,1.520283843,8.45319852,0.8955373529999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2651,1999,-43.125,35.809,83.0,20.439,0.08239752,2.127318911,23.73238296,0.698932307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2652,2000,-43.125,30.936999999999998,83.0,19.167,2.138902776,1.485063424,21.55972565,0.874973146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2653,2001,-43.125,27.234,83.0,22.82,8.040622824,1.515811241,11.233801800000002,0.9410170409999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2654,2002,-43.125,28.228,83.0,22.643,8.95728713,1.757083094,16.80969294,0.928199535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2655,2003,-43.125,29.56,83.0,22.208000000000002,2.276229564,1.628112653,18.33378966,0.8241038909999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2656,2004,-43.125,31.095,83.0,21.193,1.8093109319999998,2.420877045,22.02681978,0.814826625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2657,2005,-43.125,31.340999999999998,83.0,21.627,5.7163259879999995,1.834458491,14.64041376,0.801186118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2658,2006,-43.125,34.691,83.0,22.570999999999998,0.0,2.8168333210000003,22.666221,0.614391725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2659,2007,-43.125,33.451,83.0,24.32,0.369071885,2.8280404860000004,22.45285908,0.568614662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2660,2008,-43.125,37.334,83.0,22.026,0.0,2.6206903809999997,20.22108023,0.558435648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2661,2009,-43.125,37.58,83.0,24.668000000000003,0.0,3.226569729,20.51831286,0.5319089929999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2662,2010,-43.125,35.010999999999996,83.0,22.539,0.041198731,2.3252745519999998,19.9334808,0.641938618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2663,2011,-43.125,28.307,83.0,21.805999999999997,10.58979276,2.064604266,21.11900832,0.882133457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2664,2012,-43.125,31.476,83.0,20.387999999999998,3.84350472,1.9386377719999999,27.44712684,0.844386027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2665,2013,-43.125,32.318000000000005,83.0,22.826999999999998,5.168720412,2.2367422919999997,26.816625,0.8254042009999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2666,2014,-43.125,27.915,83.0,22.964000000000002,18.87931573,1.16794502,19.16960616,0.937926337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2667,2015,-43.125,27.235,83.0,20.092,4.86831821,1.200385816,13.49370198,0.940700688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2668,2016,-43.125,30.146,83.0,21.604,1.011085466,2.067740438,17.78450832,0.7539193409999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2669,2017,-43.125,32.833,83.0,20.986,0.0,2.056753126,20.29893444,0.736767414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2670,1998,-43.125,35.524,83.0,23.075,0.0,2.4274615980000003,20.15257644,0.47404212799999995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2671,1999,-43.125,34.537,83.0,21.988000000000003,6.9419862000000006,2.662707589,23.60812716,0.746178332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2672,2000,-43.125,40.049,83.0,24.849,0.0,3.0074761660000005,22.7842335,0.444865102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2673,2001,-43.125,38.919000000000004,83.0,22.991999999999997,0.0,3.177840513,21.06398862,0.529929609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2674,2002,-43.125,34.223,83.0,25.098000000000003,0.7844922,3.480842262,11.768285699999998,0.601878378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2675,2003,-43.125,28.319000000000003,83.0,23.125999999999998,5.149839996,1.720865522,15.77469132,0.911373254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2676,2004,-43.125,29.244,83.0,21.801,18.10341025,1.8029218530000002,26.5150728,0.9094248220000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2677,2005,-43.125,29.743000000000002,83.0,23.412,8.50410473,2.136469693,18.97520958,0.8999484320000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2678,2006,-43.125,27.6,83.0,22.926,14.00413311,1.917468175,23.42328012,0.926695316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2679,2007,-43.125,29.175,83.0,23.099,4.016879705,1.5259292119999999,9.40499388,0.897463327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2680,2008,-43.125,29.185,83.0,22.108,12.2188554,2.238487235,20.02292712,0.890453945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2681,2009,-43.125,33.509,83.0,21.758000000000003,0.41370440399999997,2.208734879,23.00051232,0.775494311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2682,2010,-43.125,33.943000000000005,83.0,23.021,1.2290958,2.691189671,20.95227936,0.620401662,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2683,2011,-43.125,36.352,83.0,22.315,3.03325956,2.08148785,13.55529078,0.6708820129999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2684,2012,-43.125,39.329,83.0,23.493000000000002,0.60253164,3.810097345,21.6045549,0.522239972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2685,2013,-43.125,36.778,83.0,22.435,0.0,3.108200534,20.43872406,0.579986176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2686,2014,-43.125,34.711,83.0,23.7,18.56003137,1.345154735,17.27555771,0.8112073670000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2687,2015,-43.125,36.02,83.0,23.752,3.162006439,2.315112096,19.44309276,0.748983718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2688,2016,-43.125,31.35,83.0,22.639,7.71102756,1.8997040180000002,26.83355724,0.8326890240000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2689,2017,-43.125,29.488000000000003,83.0,23.585,10.79578134,2.414621211,15.80974434,0.8860710390000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2690,1998,-43.125,29.888,83.0,21.916,8.270652053,1.850006059,24.84241668,0.899708738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2691,1999,-43.125,27.851999999999997,83.0,23.11,15.18172632,1.7475817759999999,23.45957064,0.932935972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2692,2000,-43.125,31.124000000000002,83.0,21.186,0.0343323,2.1297872769999997,21.94638696,0.803252885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2693,2001,-43.125,32.195,83.0,19.665,0.0,1.968315675,23.369569199999997,0.7574680140000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2694,2002,-43.125,35.123000000000005,83.0,19.715,0.0,2.122427536,23.47379712,0.6606805379999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2695,2003,-43.125,36.359,83.0,23.872,0.0,2.72538413,26.761838399999995,0.516870032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2696,2004,-43.125,36.911,83.0,23.799,0.013732913000000001,2.9045265639999998,15.338416500000001,0.527668619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2697,2005,-43.125,38.931999999999995,83.0,22.766,0.9286884,1.5082835280000002,15.68249604,0.658567998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2698,2006,-43.125,36.775999999999996,83.0,24.795,0.133895916,3.0765788730000003,16.809468300000002,0.5707583970000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2699,2007,-43.125,38.141999999999996,83.0,24.365,0.0,3.0685277139999996,19.04686992,0.533185983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2700,2008,-43.125,31.079,83.0,23.361,14.52426516,1.931805585,25.58689387,0.88678089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2701,2009,-43.125,29.894000000000002,83.0,22.464000000000002,10.98117396,1.8871802030000002,25.5969027,0.908451052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2702,2010,-43.125,32.009,83.0,22.076999999999998,7.59086388,1.6227460319999998,25.701915600000003,0.833367185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2703,2011,-43.125,30.965,83.0,21.31,1.177596576,1.7714663780000002,20.965325399999998,0.825037232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2704,2012,-43.125,30.945999999999998,83.0,18.272000000000002,1.9638040680000002,1.481707825,23.11239672,0.8217381990000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2705,2013,-43.125,30.362,83.0,21.215999999999998,2.07195408,2.029313933,21.01404168,0.805046213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2706,2014,-43.125,29.691,83.0,21.733,4.317284484,2.094634648,14.23839449,0.8365142040000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2707,2015,-43.125,36.4,83.0,22.941999999999997,9.704017346,2.7729653410000004,21.61406484,0.6114727010000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2708,2016,-43.125,37.113,83.0,25.912,0.0,3.5830786389999996,19.8737415,0.510251969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2709,2017,-43.125,39.934,83.0,24.701999999999998,0.0,3.211825082,20.44366848,0.492492855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2710,1998,-43.125,36.755,83.0,23.324,2.64615539,2.555824794,16.52861592,0.6328797629999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2711,1999,-43.125,34.03,83.0,22.474,1.060865712,2.460271717,15.12832644,0.674464315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2712,2000,-43.125,32.857,83.0,23.590999999999998,3.88297782,2.085734929,25.39237482,0.7750599420000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2713,2001,-43.125,31.339000000000002,83.0,22.629,5.86395252,1.8050884440000001,20.42646192,0.8513039379999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2714,2002,-43.125,32.167,83.0,23.372,9.213069276,1.281572311,21.0773286,0.890830785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2715,2003,-43.125,31.641,83.0,23.255,11.49101363,1.8171228130000001,23.11002648,0.873162179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2716,2004,-43.125,29.699,83.0,21.781,9.64478484,1.777613171,21.52186092,0.892911476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
